#Time Size
91179 288
92897 288
93966 288
90318 288
91486 288
91490 288
93603 288
91034 289
100370 289
98487 289
96082 289
98906 289
99882 289
98642 289
97496 289
101204 289
103446 289
98636 290
104565 290
96878 290
97319 290
98682 290
97809 290
100264 290
101179 290
98642 290
96668 290
93043 291
92698 291
93496 291
92663 291
94777 291
92047 291
90770 291
92323 291
90970 291
94406 291
91854 292
93151 292
91102 292
91062 292
92039 292
93496 292
91621 292
92104 292
93674 292
93872 292
98763 293
99452 293
98238 293
101380 293
99689 293
99579 293
100461 293
96862 293
101146 293
101620 293
98797 294
100393 294
100713 294
98114 294
99707 294
98438 294
99098 294
99932 294
139711 294
133462 294
131039 295
132129 295
127807 295
129694 295
129066 295
128725 295
128840 295
131057 295
131671 295
127488 295
130552 296
107852 296
113112 296
112225 296
113518 296
114178 296
114097 296
113405 296
112321 296
114206 296
112103 297
110294 297
114187 297
112112 297
111205 297
114149 297
113249 297
100640 297
102301 297
99929 297
100365 298
102290 298
102963 298
103625 298
103033 298
101521 298
104527 298
104402 298
104538 298
106421 298
103175 299
103385 299
100790 299
102363 299
107101 299
115322 299
115543 299
115044 299
112683 299
113745 299
113197 300
115583 300
114873 300
115526 300
114370 300
112366 300
114518 300
114860 300
114635 300
115078 300
